CID,n,cs,ch,bl_2,ms,dg_co_1,dg_co_2,dg_co_3,dg_co_4,dg_nc_1,dg_nc_2,dg_nc_3,dg_nc_4,bd_co_2,bd_co_3,bd_in_2,bd_in_3,bd_ex_2,bd_ex_3,ns_co_C3,ns_co_C2,ns_co_N3,ns_co_N2,ns_co_C4,ns_co_O2,ns_nc_O1,ns_nc_C2,ns_nc_C1,ns_nc_C3,ns_nc_N2,ns_nc_O2,ns_nc_C4,ns_nc_N3,ns_nc_N1,ec_co_C3_C3_1,ec_co_C3_C3_2,ec_co_C2_C3_1,ec_co_C2_C2_2,ec_co_C2_N3_1,ec_co_C3_N3_1,ec_co_C2_N2_1,ec_co_C2_C3_2,ec_co_C2_C2_1,ec_co_C3_N2_1,ec_co_C3_N2_2,ec_co_C2_N2_2,ec_co_N2_N3_1,ec_co_N2_N2_2,ec_co_N2_N2_1,ec_co_C2_C4_1,ec_co_C3_C4_1,ec_co_C4_N2_1,ec_co_C3_O2_1,ec_co_N3_O2_1,ec_co_C2_O2_1,ec_co_N3_N3_1,ec_co_C4_C4_1,ec_co_C4_O2_1,ec_co_N2_O2_1,ec_co_O2_O2_1,ec_co_C4_N3_1,ec_in_N3_C2_1,ec_in_C2_C2_1,ec_in_C2_C3_1,ec_in_C3_N2_1,ec_in_C3_C2_1,ec_in_C3_N3_1,ec_in_N3_C3_1,ec_in_N2_C2_1,ec_in_C3_O2_1,ec_in_C4_C2_1,ec_in_C3_C3_1,ec_in_C2_O2_1,ec_in_O2_C3_1,ec_in_N2_C3_1,ec_in_C4_C3_1,ec_in_O2_C2_1,ec_in_C2_N2_1,ec_in_C3_N2_2,ec_in_N2_O2_1,ec_in_C2_N3_1,ec_in_C2_C2_2,ec_in_C3_C2_2,ec_in_C4_O2_1,ec_in_N2_C4_1,ec_in_N2_C3_2,ec_ex_C3_O1_1,ec_ex_C3_O1_2,ec_ex_C2_C2_1,ec_ex_C2_O1_1,ec_ex_C3_C1_1,ec_ex_N2_C2_1,ec_ex_C2_C1_1,ec_ex_C3_O2_1,ec_ex_O2_C1_1,ec_ex_C2_C4_1,ec_ex_C4_O1_1,ec_ex_C4_C1_1,ec_ex_N3_C1_1,ec_ex_C2_N3_1,ec_ex_N3_C2_1,ec_ex_C3_C2_1,ec_ex_C3_C3_1,ec_ex_C3_N1_1,ec_ex_C2_N1_1,ec_ex_N2_C3_1,ec_ex_C2_C3_1,ec_ex_C2_O2_1,ec_ex_O2_C2_1,ec_ex_C4_C2_1,ec_ex_C3_N2_2,ec_ex_N2_O1_1,ec_ex_C2_C1_2,ec_ex_C3_C4_1,ec_ex_C3_N2_1,ec_ex_N2_C1_1,ec_ex_N3_C3_1,ec_ex_C3_N1_2,ec_ex_C3_N3_1,ec_ex_O2_C3_1,ec_ex_C2_O1_2,ec_ex_C4_O2_1,ec_ex_N2_C4_1,ec_ex_C2_C1_3,ec_ex_C2_N2_1,ec_ex_O2_C4_1,ec_ex_N2_C3_2,ec_ex_C2_C2_2,ec_ex_C2_N1_3,ec_ex_C4_N1_1,ec_ex_C4_C3_1,nsH
197,36,32,1,0,127.222,0,20,12,0,4,0,0,0,12,0,0,0,2,0,11,12,1,8,0,0,2,0,2,0,0,0,0,0,0,3,2,6,5,0,2,0,2,3,8,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
198,37,34,1,0,127.027,0,21,13,0,3,0,0,0,12,0,0,0,2,0,11,14,2,7,0,0,2,0,1,0,0,0,0,0,0,3,2,7,5,1,4,0,2,4,6,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
200,20,10,7,1,127,0,6,4,0,4,4,2,0,5,0,0,0,0,0,4,6,0,0,0,0,2,2,2,2,1,1,0,0,0,2,1,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
204,33,28,2,0,125.455,0,17,11,0,4,0,1,0,11,0,0,0,1,0,10,11,1,6,0,0,1,0,3,1,0,0,0,0,0,4,1,5,2,1,2,0,4,4,3,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
206,20,18,1,0,126,0,12,6,0,2,0,0,0,5,0,0,0,0,0,4,8,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,3,2,4,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
207,20,15,5,1,122,0,10,5,0,1,4,0,0,6,0,0,0,0,0,4,10,1,0,0,0,0,3,1,0,1,0,0,0,0,0,2,6,4,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22
210,36,33,1,0,127.222,0,22,11,0,3,0,0,0,12,0,0,0,2,0,10,14,1,8,0,0,2,0,1,0,0,0,0,0,0,3,1,6,5,0,2,1,3,4,7,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
212,23,20,3,1,123.478,0,15,5,0,1,2,0,0,6,0,0,0,0,0,4,14,1,1,0,0,0,1,1,0,0,1,0,0,0,2,0,3,3,2,1,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
213,23,20,3,1,123.478,0,15,5,0,1,2,0,0,6,0,0,0,0,0,4,14,1,1,0,0,0,1,1,0,0,1,0,0,0,2,0,3,3,2,1,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
216,7,6,1,0,125.714,0,5,1,0,1,0,0,0,3,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
217,23,12,4,2,127.826,0,7,5,0,6,2,3,0,5,0,0,0,0,0,4,4,1,3,0,0,2,2,4,2,0,0,0,1,0,0,0,2,1,0,2,0,2,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
219,37,32,1,0,127.027,0,19,13,0,5,0,0,0,12,0,0,0,2,0,11,12,2,7,0,0,2,0,3,0,0,0,0,0,0,3,2,6,5,0,4,0,2,3,6,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
220,16,16,0,0,122.5,0,12,4,0,0,0,0,0,5,0,0,0,0,0,3,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,3,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
221,38,30,3,1,125.789,0,18,12,0,6,0,2,0,9,0,0,0,2,0,9,18,3,0,0,0,4,0,2,2,0,0,0,0,0,2,1,11,4,5,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
222,30,15,6,1,128.667,0,7,8,0,8,3,4,0,4,0,0,0,3,0,7,5,1,1,0,1,3,2,3,4,1,0,0,0,2,2,1,3,0,1,2,0,2,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
223,18,10,3,1,127.778,0,4,6,0,5,2,1,0,4,0,0,0,1,0,6,2,0,1,0,1,1,1,3,1,1,0,0,0,1,2,1,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
230,49,37,3,1,127.347,0,23,14,0,8,2,2,0,10,0,0,0,5,0,13,20,1,3,0,0,4,0,1,2,1,1,0,0,3,4,1,12,5,1,2,1,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42
232,23,18,2,0,127.826,0,11,7,0,4,0,1,0,5,0,0,0,1,0,4,8,3,2,0,1,1,0,3,1,0,0,0,0,0,0,0,2,1,2,4,0,2,3,0,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
233,45,34,3,1,127.556,0,22,12,0,8,1,2,0,9,0,0,0,5,0,11,20,1,2,0,0,6,0,1,2,1,0,0,0,1,3,0,11,5,1,2,0,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
234,20,10,7,1,127,0,6,4,0,4,4,2,0,5,0,0,0,0,0,4,6,0,0,0,0,2,2,2,2,1,1,0,0,0,2,1,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
237,13,10,2,0,129.231,0,6,4,0,2,1,0,0,4,0,0,0,1,0,4,4,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,2,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
238,21,12,4,2,124.762,0,7,5,0,4,4,1,0,5,0,0,0,2,0,4,4,1,3,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,2,0,4,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
240,21,18,1,0,126.667,0,11,7,0,3,0,0,0,5,0,0,0,0,0,5,8,2,3,0,0,1,0,2,0,0,0,0,0,0,0,0,4,1,2,3,0,2,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
241,14,6,3,1,132.857,0,2,4,0,5,2,1,0,2,0,0,0,1,0,3,2,1,0,0,0,4,2,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
244,17,10,5,1,128.235,0,5,5,0,3,4,0,0,4,0,0,0,1,0,5,3,0,1,0,1,1,3,1,0,1,0,0,0,1,1,1,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
245,20,12,4,1,127,0,7,5,0,5,1,2,0,5,0,0,0,0,0,4,4,1,3,0,0,1,1,4,1,0,0,0,1,0,0,0,2,1,0,2,0,2,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
246,15,15,0,0,128,0,11,4,0,0,0,0,0,5,0,0,0,0,0,4,7,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,2,0,1,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
250,17,16,1,0,121.176,0,10,5,1,1,0,0,0,6,0,0,0,0,0,5,9,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,6,4,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
254,15,6,4,1,132,0,2,4,0,5,3,1,0,2,0,0,0,2,0,3,2,1,0,0,0,4,3,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
255,13,10,1,0,127.692,0,5,5,0,3,0,0,0,4,0,0,0,1,0,5,3,0,1,0,1,1,0,2,0,0,0,0,0,0,1,1,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
260,15,6,6,1,126.667,0,2,4,0,4,5,0,0,2,0,0,0,1,0,3,2,1,0,0,0,2,5,2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
264,16,16,0,0,127.5,0,12,4,0,0,0,0,0,5,0,0,0,0,0,4,8,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,2,0,1,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
265,17,16,1,0,127.059,0,11,5,0,1,0,0,0,5,0,0,0,0,0,4,8,1,1,0,2,0,0,1,0,0,0,0,0,0,0,1,5,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
266,20,18,1,0,127,0,12,6,0,2,0,0,0,5,0,0,0,0,0,4,8,2,3,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1,2,3,0,2,3,1,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
268,21,18,1,0,125.714,0,11,7,0,3,0,0,0,5,0,0,0,0,0,4,8,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,4,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
269,26,21,4,1,125.385,0,16,5,0,2,2,1,0,9,0,0,0,1,0,5,14,0,1,0,1,2,2,0,1,0,0,0,0,0,0,0,6,4,0,0,1,5,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
270,17,17,0,0,127.059,0,13,4,0,0,0,0,0,5,0,0,0,0,0,4,9,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,2,0,2,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
271,19,18,1,0,127.368,0,13,5,0,1,0,0,0,5,0,0,0,0,0,2,10,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2,3,4,2,0,0,3,0,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
274,20,18,1,0,127,0,12,6,0,2,0,0,0,7,0,0,0,1,0,6,9,0,2,0,1,1,0,0,0,0,0,0,0,1,1,1,5,3,0,0,1,2,2,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
276,20,15,5,1,121,0,10,5,0,1,4,0,0,6,0,1,0,0,0,5,10,0,0,0,0,0,3,1,0,1,0,0,0,0,2,2,6,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21
278,23,12,5,2,127.826,0,7,5,0,4,6,1,0,5,0,0,0,0,0,4,4,1,3,0,0,0,4,4,0,0,2,0,1,0,0,0,2,1,0,2,0,2,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
279,24,19,2,0,125,0,10,9,0,3,2,0,0,5,0,0,0,1,0,8,9,1,1,0,0,1,1,2,0,0,1,0,0,0,4,1,7,1,2,1,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
281,8,6,2,0,125,0,5,1,0,1,1,0,0,3,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
282,12,6,3,1,130,0,2,4,0,4,2,0,0,2,0,0,0,1,0,3,2,1,0,0,0,2,2,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
283,28,21,4,1,130.714,0,14,7,0,4,2,1,0,3,0,0,0,3,0,7,9,0,4,0,1,4,1,0,1,1,0,0,0,0,3,0,4,0,0,0,1,1,6,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
284,54,17,15,4,128.889,0,12,5,0,15,11,10,1,5,0,0,0,6,0,5,9,0,3,0,0,6,5,7,10,5,1,1,0,2,1,0,5,2,0,0,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,0,0,1,1,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,60
