CID,n,cs,ch,bl_2,ms,dg_co_1,dg_co_2,dg_co_3,dg_co_4,dg_nc_1,dg_nc_2,dg_nc_3,dg_nc_4,bd_co_2,bd_co_3,bd_in_2,bd_in_3,bd_ex_2,bd_ex_3,ns_co_C3,ns_co_O2,ns_co_C2,ns_co_N2,ns_co_C4,ns_co_N3,ns_nc_O1,ns_nc_C2,ns_nc_N1,ns_nc_C1,ns_nc_O2,ns_nc_C3,ns_nc_N2,ns_nc_N3,ns_nc_C4,ec_co_C3_O2_1,ec_co_C3_C3_1,ec_co_C2_O2_1,ec_co_C2_C3_1,ec_co_C2_C3_2,ec_co_C2_C2_1,ec_co_C2_C2_2,ec_co_C3_C3_2,ec_co_C3_N2_1,ec_co_C2_C4_1,ec_co_C3_C4_1,ec_co_C2_N2_1,ec_co_C3_N3_1,ec_co_C2_N2_2,ec_co_C3_N2_2,ec_co_C4_C4_1,ec_co_C4_N2_1,ec_co_N2_N2_2,ec_co_C4_O2_1,ec_co_C2_N3_1,ec_co_N2_N2_1,ec_co_N2_O2_1,ec_co_N2_N3_1,ec_co_N3_N3_1,ec_in_C3_O2_1,ec_in_C3_N2_1,ec_in_C2_C2_1,ec_in_C4_C2_1,ec_in_N2_C3_1,ec_in_N3_C2_1,ec_in_C2_O2_1,ec_in_O2_C3_1,ec_in_C3_C2_1,ec_in_C3_C3_1,ec_in_C2_C3_1,ec_in_C4_O2_1,ec_in_O2_C2_1,ec_in_C4_C3_1,ec_in_N3_C3_1,ec_in_C3_N3_1,ec_in_N2_C2_2,ec_in_C2_N2_1,ec_in_N2_C2_1,ec_in_C2_C2_2,ec_ex_C2_O1_1,ec_ex_C3_C2_1,ec_ex_C2_N1_3,ec_ex_C3_O1_1,ec_ex_C3_C1_1,ec_ex_C3_O1_2,ec_ex_C4_C1_1,ec_ex_O2_C1_1,ec_ex_C3_O2_1,ec_ex_C3_C3_1,ec_ex_C3_C1_2,ec_ex_C2_C1_1,ec_ex_C4_C2_1,ec_ex_O2_C2_1,ec_ex_N2_C3_1,ec_ex_N3_C1_1,ec_ex_C2_C2_1,ec_ex_C3_N1_1,ec_ex_C2_C1_2,ec_ex_C3_N3_1,ec_ex_N2_C2_1,ec_ex_N2_C4_1,ec_ex_N2_C1_1,ec_ex_C3_N2_1,ec_ex_C4_C3_1,ec_ex_C2_C3_2,ec_ex_N3_C2_1,ec_ex_C2_C3_1,ec_ex_O2_C3_1,ec_ex_C2_C1_3,ec_ex_C3_C4_1,ec_ex_C4_O1_1,ec_ex_C2_O2_1,ec_ex_C2_N3_1,ec_ex_C2_C2_2,ec_ex_C2_C4_1,ec_ex_C2_O1_2,ec_ex_N2_N1_1,ec_ex_C3_C2_2,nsH
392,9,6,1,0,120,0,3,3,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
393,15,6,4,1,128,0,3,3,0,5,2,2,0,3,0,0,0,1,0,3,0,3,0,0,0,1,0,0,4,1,1,1,1,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
395,20,16,1,0,124,0,11,4,1,4,0,0,0,6,0,0,0,1,0,3,0,10,1,1,1,1,0,0,3,0,0,0,0,0,0,0,0,2,2,4,4,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
400,11,10,1,0,125.455,0,7,3,0,1,0,0,0,5,0,0,0,0,0,3,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
405,14,6,2,0,131.429,0,1,4,1,6,2,0,0,0,0,0,0,3,0,3,0,0,1,1,1,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
406,27,17,5,1,125.926,0,9,6,2,6,2,2,0,1,0,0,0,3,0,6,0,9,0,2,0,3,1,0,3,1,2,0,0,0,0,2,0,7,1,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32
407,11,6,4,1,127.273,0,5,1,0,2,2,1,0,3,0,0,0,1,0,1,0,5,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
410,8,7,1,0,125,0,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
416,5,5,0,0,128,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
419,23,17,4,1,125.217,0,10,7,0,3,3,0,0,6,0,0,0,2,0,5,0,10,0,0,2,2,3,0,1,0,0,0,0,0,0,2,0,2,2,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
421,23,17,2,0,123.478,0,9,6,2,5,0,1,0,1,0,0,0,2,0,6,0,9,0,2,0,2,0,0,3,0,1,0,0,0,0,2,0,7,1,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
426,17,6,4,2,129.412,0,2,3,1,6,4,1,0,0,0,0,0,4,0,3,0,0,2,1,0,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
427,11,6,2,0,123.636,0,3,3,0,4,0,1,0,3,0,0,0,0,0,3,0,3,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
429,22,16,1,0,132.727,0,6,10,0,6,0,0,0,7,0,0,0,1,0,10,1,5,0,0,0,6,0,0,0,0,0,0,0,0,2,5,0,3,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
432,6,6,0,0,120,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
435,20,17,1,0,124,0,9,7,1,3,0,0,0,5,0,0,0,1,0,7,0,9,0,1,0,2,0,0,1,0,0,0,0,0,0,3,0,6,3,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
442,23,13,2,0,139.13,0,3,10,0,8,2,0,0,0,0,0,0,0,0,10,3,0,0,0,0,8,2,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
443,20,15,2,0,126,0,8,7,0,3,2,0,0,6,0,0,0,1,0,5,0,6,2,0,2,1,2,0,2,0,0,0,0,0,0,3,0,0,2,2,2,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16
448,11,6,5,1,120,0,5,1,0,1,4,0,0,3,0,0,0,0,0,1,0,5,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
449,11,5,3,1,138.182,0,2,3,0,4,1,1,0,0,0,0,0,3,0,3,0,0,2,0,0,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
452,24,17,3,1,125,0,9,6,2,5,1,1,0,1,0,0,0,2,0,6,0,9,0,2,0,2,0,0,3,1,1,0,0,0,0,2,0,7,1,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30
454,19,15,2,0,124.211,0,8,7,0,3,1,0,0,6,0,0,0,1,0,5,0,8,0,0,2,1,1,0,2,0,0,0,0,0,0,3,0,0,4,4,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16
456,8,5,3,1,120,0,4,1,0,1,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
457,18,12,4,1,126.667,0,8,4,0,3,2,1,0,5,0,0,0,1,0,3,0,7,1,0,1,1,1,0,2,1,1,0,0,0,0,1,0,1,2,2,2,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
460,9,9,0,0,126.667,0,7,2,0,0,0,0,0,4,0,0,0,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
462,11,6,3,1,121.818,0,5,1,0,2,2,1,0,3,0,0,0,0,0,1,0,5,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15
465,11,6,3,1,120,0,5,1,0,3,1,0,1,3,0,0,0,0,0,1,0,5,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16
466,17,12,2,0,129.412,0,7,4,1,4,1,0,0,3,0,0,0,3,0,4,0,5,2,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1,1,2,2,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
468,9,9,0,0,126.667,0,7,2,0,0,0,0,0,4,0,0,0,0,0,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
469,16,9,4,1,128.75,0,5,3,1,4,2,1,0,3,0,0,0,1,0,3,1,4,0,1,0,1,0,0,3,1,1,1,0,0,1,1,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
470,9,6,1,0,124.444,0,3,3,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
472,14,13,1,0,122.857,0,10,3,0,1,0,0,0,6,0,0,0,0,0,3,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
477,17,6,4,1,129.412,0,2,4,0,7,1,3,0,3,0,0,0,1,0,4,0,0,2,0,0,1,0,0,6,1,1,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
488,8,6,2,0,125,0,5,1,0,1,1,0,0,3,0,0,0,0,0,1,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
489,22,20,1,0,125.455,0,12,8,0,2,0,0,0,7,0,0,0,1,0,8,1,11,0,0,0,2,0,0,0,0,0,0,0,0,2,6,0,2,4,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
497,15,14,1,0,122.667,0,9,5,0,1,0,0,0,7,0,0,0,0,0,5,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,4,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
498,20,20,0,0,120,0,12,8,0,0,0,0,0,10,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
500,12,12,0,0,120,0,8,4,0,0,0,0,0,5,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
504,13,12,1,0,123.077,0,9,3,0,1,0,0,0,6,0,0,0,0,0,3,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
505,16,14,1,0,126.25,0,10,4,0,2,0,0,0,4,0,0,0,1,0,4,1,8,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2,1,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
508,12,10,2,0,130,0,7,3,0,1,1,0,0,5,0,0,0,0,0,3,0,3,4,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
511,24,17,4,1,128.333,0,11,5,1,4,2,1,0,6,0,0,0,3,0,4,0,10,1,1,1,3,1,0,1,1,1,0,0,0,0,0,0,2,2,4,4,0,1,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16
513,10,9,1,0,122,0,6,3,0,1,0,0,0,4,0,0,0,0,0,3,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
514,12,10,2,0,130,0,7,3,0,1,1,0,0,5,0,0,0,0,0,3,0,3,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
515,16,11,4,1,131.25,0,8,3,0,2,2,1,0,3,0,0,0,1,0,3,2,6,0,0,0,1,0,0,1,1,1,1,0,0,2,2,2,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
516,13,5,5,1,130.769,0,3,2,0,4,2,2,0,0,0,0,0,2,0,1,0,2,1,0,1,2,1,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15
518,22,13,8,1,128.182,0,10,3,0,2,6,1,0,6,0,0,0,1,0,3,1,9,0,0,0,1,3,0,1,2,1,1,0,0,2,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
522,17,15,1,0,124.706,0,11,4,0,2,0,0,0,3,0,0,0,1,0,4,0,9,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,1,5,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
524,7,5,2,0,131.429,0,4,1,0,1,1,0,0,2,0,0,0,1,0,1,1,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
526,11,9,2,0,130.909,0,6,3,0,1,1,0,0,3,0,0,0,1,0,3,2,4,0,0,0,1,1,0,0,0,0,0,0,0,2,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
528,8,6,2,0,125,0,5,1,0,1,1,0,0,3,0,0,0,1,0,1,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
531,17,15,1,0,127.059,0,9,6,0,2,0,0,0,6,0,0,0,1,0,5,1,7,1,0,1,1,0,0,1,0,0,0,0,0,2,3,0,0,3,3,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
