FID,(atom depth)-seq,Multiplicity seq, Charge seq
580, P5 0 O2 1 C4 1 Cl1 2 Cl1 2 Cl1 2, 2 1 1 1 1, 0 0 0 0 0 0
581, N3 0 H1 1 P5 1 S2 2 N3 2 H1 3 H1 3 N3 2 H1 3 H1 3, 1 1 2 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0
582, O2 0 Si4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 Si4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
583, O2 0 C4 1 H1 2 C4 2 H1 3 H1 3 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 2 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
584, Si4 0 O2 1 C4 2 H1 3 H1 3 H1 3 O2 1 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
585, C4 0 Cl1 1 Cl1 1 Cl1 1, 1 1 1, 0 0 0 0
586, C4 0 H1 1 C4 1 H1 2 F1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0
587, C4 0 H1 1 C4 1 O2 2 O2 2 H1 3 C4 1 N3 2, 1 1 2 1 1 1 3, 0 0 0 0 0 0 0 0
588, Si4 0 O2 1 H1 2 O2 1 H1 2, 1 1 1 1, 0 0 0 0 0
589, C4 0 C4 1 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 2 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
590, C4 0 H1 1 C4 1 Cl1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 O2 2 H1 3, 1 2 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
591, C4 0 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 N3 2 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0
592, C4 0 Br1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
593, C4 0 F1 1 F1 1 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0
594, Si4 0 O2 1 C4 2 H1 3 H1 3 H1 3 O2 1 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0
595, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
596, O2 0 Si4 1 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 Si4 1 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
597, C4 0 O2 1 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
598, Pb4 0 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
599, C4 0 H1 1 F1 1 C4 1 F1 2 F1 2 F1 2, 1 1 1 1 1 1, 0 0 0 0 0 0 0
600, O2 0 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 2 1 1 1 1 1 2 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
601, C4 0 O2 1 H1 2 C4 1 C4 2 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 2 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0
602, C4 0 H1 1 H1 1 O2 1 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
603, C4 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 O2 2, 1 1 1 1 1 1 1 1 1 2, 0 0 0 0 0 0 0 0 0 0 0
604, S2 0,, 1
605, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 S6 1 O2 2 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 2 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0
606, C4 0 H1 1 C4 1 H1 2 Br1 2, 1 2 1 1, 0 0 0 0 0
607, C4 0 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 O2 2, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
608, C4 0 H1 1 H1 1 Si4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
609, C4 0 H1 1 N3 1 H1 2 H1 2 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0
610, C4 0 H1 1 O2 1 H1 2 C4 1 H1 2 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
611, C4 0 Cl1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
612, C4 0 H1 1 O2 1 H1 2 C4 1 H1 2 N3 2 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0
613, C4 0 O2 1 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
614, C4 0 C4 1 H1 2 H1 2 H1 2 C4 1 O2 2 O2 2 H1 3 C4 1 O2 2 O2 2 H1 3, 1 1 1 1 1 2 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0
615, O2 0 C4 1 H1 2 H1 2 O2 2 H1 3, 1 1 1 1 1, 0 0 0 0 0 0
616, P5 0 O2 1 O2 1, 1 2, 0 -1 0
617, N3 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
618, P5 0 S2 1 N3 1 H1 2 N3 2 H1 3 H1 3 N3 1 H1 2 N3 2 H1 3 H1 3, 2 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
619, C4 0 H1 1 S2 1 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0
620, C4 0 H1 1 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 2 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0
621, N3 0 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
622, N3 0 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
623, C4 0 Br1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
624, O2 0 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
625, C4 0 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 Cl1 2, 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0
626, C4 0 H1 1 O2 1 H1 2 C4 1 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
627, C4 0 C4 1 C4 2 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 2 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0
628, C4 0 O2 1 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
629, C4 0 H1 1 C4 1 O2 2 N3 2 H1 3 H1 3, 1 1 2 1 1 1, 0 0 0 0 0 0 0
630, N3 0 H1 1 O2 1 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1, 0 0 0 0 0 0 0
631, C4 0 H1 1 N3 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
632, N3 0 H1 1 H1 1, 1 1, 1 0 0
633, C4 0 H1 1 H1 1 C4 1 H1 2 O2 2 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
634, C4 0 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
635, C4 0 O2 1 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3, 1 1 1 1 1 1 1 1 1 1 3 1, 0 0 0 0 0 0 0 0 0 0 0 0 0
636, C4 0 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 N3 2, 1 1 1 1 1 1 1 1 1 3, 0 0 0 0 0 0 0 0 0 0 0
637, C4 0 H1 1 H1 1 C4 1 H1 2 N3 2 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
638, C4 0 Cl1 1 Cl1 1 C4 1 O2 2 O2 2 H1 3, 1 1 1 2 1 1, 0 0 0 0 0 0 0
639, N3 0 H1 1 N3 1 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0
640, N3 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 O2 2, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
641, C4 0 O2 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
642, S2 0 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
643, N3 0 S6 1 O2 2 O2 2 O2 2 H1 3, 1 2 2 1 1, 0 0 0 0 0 0
644, C4 0 C4 1 H1 2 H1 2 Br1 2 C4 1 H1 2 H1 2 Br1 2 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
645, C4 0 Cl1 1 C4 1 H1 2 H1 2, 1 2 1 1, 0 0 0 0 0
646, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
647, C4 0 H1 1 O2 1 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 Cl1 2 Cl1 2 Cl1 2, 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
648, C4 0 H1 1 Br1 1 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1, 0 0 0 0 0 0 0
649, C4 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
650, C4 0 O2 1 H1 2 C4 1 H1 2 O2 2, 1 1 1 1 2, 0 0 0 0 0 0
651, C4 0 O2 1 O2 1 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
652, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
653, C4 0 N3 1 H1 2 H1 2 C4 1 O2 2 O2 2 H1 3, 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0
654, C4 0 O2 1 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0
655, C4 0 H1 1 O2 1, 1 2, 0 0 0
656, S6 0 O2 1 O2 1 N3 1 H1 2 Cl1 2, 2 2 1 1 1, 0 0 0 0 0 0
657, P3 0 O2 1, 2, 1 0
658, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 S6 1 O2 2 O2 2 C4 2 H1 3 H1 3 H1 3 S6 1 O2 2 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 2 2 1 1 1 1 1 2 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
659, N3 0 N3 1 O2 2 C4 1 O2 2 N3 2 H1 3 H1 3, 1 2 1 2 1 1 1, 0 0 0 0 0 0 0 0
660, C4 0 O2 1 C4 1 H1 2 H1 2 S2 2 H1 3, 2 1 1 1 1 1, 0 0 0 0 0 0 0
661, N3 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
662, C4 0 F1 1 F1 1 S6 1 O2 2 O2 2 O2 2 H1 3, 1 1 1 2 2 1 1, 0 0 0 0 0 0 0 0
663, N3 0 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 2 1 1, 0 0 0 0 0 0
664, C4 0 N3 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 1 0 0 0 0 0 0 0 0 0 0 0 0
665, C4 0 N3 1 H1 2 H1 2 N3 1 N3 2 H1 3 H1 3, 1 1 1 2 1 1 1, 0 0 0 0 0 0 0 0
666, C4 0 H1 1 N3 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
667, C4 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
668, N3 0 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
669, Sn4 0 O2 1, 2, 0 0
670, C4 0 O2 1 H1 2 O2 1 H1 2, 1 1 1 1, 0 0 0 0 0
671, P5 0 O2 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0
672, N3 0 C4 1 N3 2, 1 3, 0 0 0
673, S6 0 O2 1 O2 1 C4 1 H1 2 C4 2 H1 3 H1 3, 2 2 1 1 2 1 1, 0 0 0 0 0 0 0 0
674, C4 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
